time_s,ax_mss,ay_mss,az_mss,gx_rads,gy_rads,gz_rads
0.164000,0.023942,0.112527,9.847351,-0.003728,-0.001065,0.005326
0.165000,0.023942,0.110133,9.849746,-0.003196,-0.001065,0.004261
0.167000,0.019154,0.114922,9.852140,-0.003728,-0.001598,0.004794
0.168000,0.019154,0.114922,9.854534,-0.003728,-0.001598,0.005326
0.169000,0.023942,0.119710,9.856928,-0.003196,-0.001065,0.005326
0.170000,0.038307,0.122104,9.861717,-0.002663,-0.001065,0.005326
0.172000,0.040701,0.119710,9.871293,-0.002663,-0.001065,0.004794
0.173000,0.031125,0.114922,9.864111,-0.002663,-0.001065,0.004794
0.174000,0.023942,0.112527,9.864111,-0.003196,-0.001065,0.005326
0.175000,0.023942,0.105345,9.866505,-0.003196,-0.001598,0.004794
0.177000,0.023942,0.126893,9.856928,-0.003196,-0.001065,0.004261
0.178000,0.026336,0.119710,9.854534,-0.003196,-0.000533,0.004794
0.179000,0.023942,0.110133,9.852140,-0.002663,-0.000533,0.004261
0.180000,0.023942,0.122104,9.852140,-0.003196,-0.001065,0.004261
0.182000,0.026336,0.122104,9.854534,-0.003196,-0.001598,0.004794
0.183000,0.031125,0.110133,9.847351,-0.002663,-0.001598,0.004261
0.184000,0.035913,0.107739,9.852140,-0.002663,-0.001598,0.004261
0.185000,0.035913,0.105345,9.859322,-0.002131,-0.001598,0.004794
0.187000,0.031125,0.119710,9.849746,-0.003196,-0.001065,0.004261
0.188000,0.035913,0.114922,9.854534,-0.002663,-0.001065,0.004794
0.189000,0.035913,0.107739,9.856928,-0.002131,-0.001065,0.005326
0.190000,0.031125,0.114922,9.856928,-0.002131,-0.001065,0.005326
0.192000,0.033519,0.114922,9.866505,-0.002663,-0.001065,0.005326
0.193000,0.028730,0.114922,9.866505,-0.002663,-0.001065,0.005326
0.194000,0.023942,0.119710,9.864111,-0.002663,-0.001065,0.005326
0.195000,0.021548,0.114922,9.856928,-0.003196,-0.001598,0.005326
0.197000,0.021548,0.110133,9.854534,-0.002131,-0.001598,0.005326
0.198000,0.016759,0.105345,9.849746,-0.002663,-0.001065,0.005859
0.199000,0.019154,0.112527,9.847351,-0.003728,-0.001065,0.005326
0.200000,0.021548,0.122104,9.852140,-0.003196,-0.001065,0.005326
0.202000,0.011971,0.117316,9.861717,-0.002663,-0.001065,0.004794
0.203000,0.016759,0.119710,9.854534,-0.002663,-0.001598,0.004794
0.204000,0.028730,0.126893,9.849746,-0.003196,-0.001065,0.005326
0.205000,0.028730,0.126893,9.854534,-0.003196,-0.001065,0.004261
0.207000,0.028730,0.117316,9.854534,-0.002663,-0.001065,0.004794
0.208000,0.026336,0.122104,9.856928,-0.002131,-0.001065,0.005326
0.209000,0.016759,0.126893,9.861717,-0.002131,-0.001598,0.004261
0.210000,0.016759,0.124498,9.852140,-0.002663,-0.001065,0.003728
0.212000,0.028730,0.126893,9.854534,-0.003196,-0.001598,0.005326
0.213000,0.026336,0.122104,9.866505,-0.002663,-0.001598,0.005326
0.214000,0.019154,0.129287,9.866505,-0.002663,-0.001598,0.004261
0.215000,0.019154,0.143652,9.856928,-0.002663,-0.001598,0.004794
0.217000,0.023942,0.126893,9.854534,-0.002663,-0.001598,0.005326
0.218000,0.028730,0.124498,9.856928,-0.002131,-0.001598,0.004794
0.219000,0.026336,0.126893,9.856928,-0.002131,-0.001598,0.004794
0.220000,0.019154,0.122104,9.854534,-0.002663,-0.001065,0.004794
0.222000,0.023942,0.131681,9.868899,-0.002663,-0.001598,0.005326
0.223000,0.031125,0.136469,9.861717,-0.003196,-0.002131,0.005326
0.224000,0.026336,0.131681,9.854534,-0.003728,-0.001598,0.004794
0.225000,0.023942,0.124498,9.854534,-0.003728,-0.001598,0.003728
0.227000,0.026336,0.119710,9.864111,-0.002663,-0.001065,0.004794
0.228000,0.023942,0.126893,9.861717,-0.002663,-0.000533,0.005326
0.229000,0.023942,0.129287,9.856928,-0.003196,-0.000533,0.005326
0.230000,0.026336,0.126893,9.854534,-0.003728,-0.001065,0.004794
0.232000,0.023942,0.129287,9.849746,-0.002663,-0.001598,0.004794
0.233000,0.019154,0.131681,9.856928,-0.002663,-0.001065,0.004261
0.234000,0.011971,0.129287,9.856928,-0.002663,-0.001065,0.004794
0.235000,0.016759,0.126893,9.856928,-0.002663,-0.001065,0.005326
0.237000,0.023942,0.119710,9.861717,-0.003196,-0.001065,0.005326
0.238000,0.019154,0.119710,9.864111,-0.003728,-0.001065,0.005326
0.239000,0.016759,0.114922,9.861717,-0.003196,-0.001598,0.004794
0.240000,0.016759,0.114922,9.852140,-0.002131,-0.002131,0.004794
0.242000,0.014365,0.126893,9.864111,-0.002663,-0.001598,0.004794
0.243000,0.021548,0.119710,9.866505,-0.003196,-0.001598,0.004794
0.244000,0.021548,0.117316,9.859322,-0.003196,-0.001598,0.004261
0.245000,0.016759,0.119710,9.859322,-0.003196,-0.001065,0.003728
0.247000,0.021548,0.105345,9.861717,-0.002663,-0.001065,0.004261
0.248000,0.021548,0.114922,9.849746,-0.002663,-0.001598,0.004261
0.249000,0.021548,0.124498,9.849746,-0.003196,-0.001598,0.004261
0.250000,0.028730,0.119710,9.859322,-0.003196,-0.001065,0.004261
0.252000,0.021548,0.114922,9.861717,-0.002131,-0.002131,0.005326
0.253000,0.028730,0.112527,9.861717,-0.002663,-0.002131,0.004794
0.254000,0.028730,0.110133,9.864111,-0.002663,-0.001598,0.004794
0.255000,0.021548,0.107739,9.864111,-0.002663,-0.001065,0.005859
0.257000,0.028730,0.117316,9.854534,-0.003728,-0.002131,0.004794
0.258000,0.028730,0.119710,9.856928,-0.003728,-0.002131,0.004261
0.259000,0.026336,0.112527,9.856928,-0.003196,-0.001598,0.005326
0.260000,0.031125,0.110133,9.844957,-0.002663,-0.001065,0.005859
0.262000,0.033519,0.129287,9.849746,-0.002663,-0.002131,0.004794
0.263000,0.028730,0.114922,9.854534,-0.002663,-0.001598,0.004261
0.264000,0.033519,0.107739,9.854534,-0.002663,-0.001065,0.004794
0.265000,0.038307,0.119710,9.856928,-0.002663,-0.001065,0.005326
0.267000,0.031125,0.134075,9.856928,-0.002663,-0.002131,0.004794
0.268000,0.026336,0.126893,9.854534,-0.003196,-0.002131,0.004261
0.269000,0.028730,0.122104,9.861717,-0.003196,-0.002131,0.004261
0.270000,0.026336,0.122104,9.868899,-0.003196,-0.001598,0.004261
0.272000,0.016759,0.122104,9.859322,-0.002131,-0.002131,0.004261
0.273000,0.016759,0.119710,9.852140,-0.002131,-0.002663,0.004261
0.274000,0.021548,0.119710,9.844957,-0.002131,-0.001598,0.004794
0.275000,0.033519,0.126893,9.847351,-0.002663,-0.001065,0.005326
0.277000,0.019154,0.126893,9.861717,-0.003196,-0.001598,0.004261
0.278000,0.019154,0.124498,9.861717,-0.002663,-0.001065,0.004261
0.279000,0.028730,0.114922,9.849746,-0.002663,-0.001065,0.004794
0.280000,0.031125,0.112527,9.844957,-0.003196,-0.001065,0.004794
0.282000,0.019154,0.129287,9.861717,-0.002663,-0.001598,0.004794
0.283000,0.019154,0.124498,9.861717,-0.002663,-0.002131,0.005326
0.284000,0.016759,0.117316,9.856928,-0.002663,-0.001598,0.005326
0.285000,0.014365,0.114922,9.856928,-0.003196,-0.000533,0.005859
0.287000,0.021548,0.136469,9.854534,-0.003196,-0.001598,0.004794
0.288000,0.016759,0.126893,9.856928,-0.003196,-0.001065,0.004261
0.289000,0.016759,0.119710,9.856928,-0.002663,-0.000533,0.004794
0.290000,0.019154,0.129287,9.854534,-0.003196,-0.000533,0.005326
0.292000,0.016759,0.117316,9.849746,-0.003196,-0.001598,0.005326
0.293000,0.016759,0.117316,9.852140,-0.003196,-0.001598,0.005326
0.294000,0.016759,0.119710,9.859322,-0.003196,-0.001598,0.004794
0.295000,0.016759,0.114922,9.859322,-0.003196,-0.002131,0.004261
0.297000,0.023942,0.124498,9.856928,-0.002663,-0.001598,0.004794
0.298000,0.021548,0.119710,9.849746,-0.002663,-0.001598,0.005326
0.299000,0.028730,0.110133,9.849746,-0.002663,-0.001598,0.005326
0.300000,0.028730,0.114922,9.854534,-0.002663,-0.001598,0.004794
0.302000,0.028730,0.124498,9.854534,-0.002131,-0.001598,0.004794
0.303000,0.031125,0.129287,9.861717,-0.002131,-0.001065,0.004794
0.304000,0.016759,0.131681,9.868899,-0.002663,-0.001065,0.005326
0.305000,0.019154,0.126893,9.861717,-0.002663,-0.001598,0.005859
0.307000,0.028730,0.119710,9.849746,-0.002131,-0.001598,0.005326
0.308000,0.019154,0.112527,9.849746,-0.002131,-0.001598,0.004261
0.309000,0.021548,0.114922,9.861717,-0.002663,-0.001598,0.004261
0.310000,0.026336,0.122104,9.864111,-0.002663,-0.000533,0.004261
0.312000,0.019154,0.114922,9.856928,-0.002663,-0.001065,0.004794
0.313000,0.019154,0.122104,9.854534,-0.002663,-0.001065,0.005326
0.314000,0.021548,0.117316,9.840169,-0.002131,-0.001065,0.005326
0.315000,0.021548,0.110133,9.835380,-0.002131,-0.002131,0.005326
0.317000,0.031125,0.114922,9.859322,-0.002131,-0.001065,0.005859
0.318000,0.028730,0.122104,9.856928,-0.002663,-0.001065,0.005859
0.319000,0.033519,0.117316,9.861717,-0.002663,-0.002131,0.005326
0.320000,0.033519,0.105345,9.864111,-0.002663,-0.002131,0.004794
0.322000,0.028730,0.107739,9.856928,-0.002663,-0.001065,0.005326
0.323000,0.021548,0.114922,9.849746,-0.002663,-0.001598,0.005859
0.324000,0.019154,0.117316,9.844957,-0.002663,-0.001598,0.006392
0.325000,0.031125,0.114922,9.852140,-0.003196,-0.001598,0.005859
0.327000,0.023942,0.105345,9.861717,-0.002663,-0.001598,0.004794
0.328000,0.023942,0.114922,9.856928,-0.002131,-0.001598,0.004261
0.329000,0.026336,0.119710,9.859322,-0.002131,-0.001598,0.004261
0.330000,0.019154,0.112527,9.871293,-0.002663,-0.002131,0.004794
0.332000,0.021548,0.105345,9.854534,-0.003196,-0.001065,0.005326
0.333000,0.031125,0.117316,9.854534,-0.002663,-0.001598,0.005326
0.334000,0.026336,0.126893,9.864111,-0.003196,-0.002131,0.004794
0.335000,0.019154,0.122104,9.864111,-0.003196,-0.001065,0.004261
0.337000,0.016759,0.122104,9.844957,-0.002131,-0.001598,0.005859
0.338000,0.023942,0.117316,9.852140,-0.002131,-0.001598,0.005859
0.339000,0.021548,0.119710,9.861717,-0.002131,-0.001065,0.005326
0.340000,0.014365,0.119710,9.861717,-0.003196,-0.001065,0.004794
0.342000,0.019154,0.129287,9.856928,-0.003196,-0.002131,0.004794
0.343000,0.028730,0.136469,9.856928,-0.002663,-0.001598,0.004794
0.344000,0.028730,0.126893,9.854534,-0.002663,-0.001598,0.004794
0.345000,0.026336,0.119710,9.854534,-0.002663,-0.001065,0.005326
0.347000,0.023942,0.131681,9.864111,-0.002663,-0.001598,0.005326
0.348000,0.026336,0.129287,9.861717,-0.002663,-0.002131,0.005326
0.349000,0.026336,0.117316,9.859322,-0.002663,-0.001598,0.004794
0.350000,0.033519,0.114922,9.854534,-0.002663,-0.001065,0.004794
0.352000,0.038307,0.136469,9.852140,-0.002663,-0.001598,0.004261
0.353000,0.033519,0.124498,9.859322,-0.002131,-0.001598,0.004794
0.354000,0.028730,0.119710,9.861717,-0.002131,-0.001598,0.004794
0.355000,0.028730,0.122104,9.861717,-0.002663,-0.001065,0.004794
0.357000,0.033519,0.126893,9.861717,-0.003196,-0.001065,0.005326
0.358000,0.028730,0.126893,9.854534,-0.002663,-0.001065,0.004794
0.359000,0.028730,0.126893,9.852140,-0.002663,-0.002131,0.004794
0.360000,0.023942,0.126893,9.854534,-0.003196,-0.002131,0.005326
0.362000,0.021548,0.129287,9.844957,-0.003196,-0.001065,0.004261
0.363000,0.026336,0.126893,9.849746,-0.003196,-0.001598,0.004794
0.364000,0.028730,0.119710,9.852140,-0.003196,-0.001598,0.005326
0.365000,0.023942,0.117316,9.852140,-0.003196,-0.001598,0.004794
0.367000,0.028730,0.126893,9.859322,-0.003196,-0.001065,0.004794
0.368000,0.031125,0.119710,9.861717,-0.002663,-0.002131,0.004794
0.369000,0.023942,0.114922,9.854534,-0.002131,-0.002131,0.005326
0.370000,0.016759,0.119710,9.856928,-0.002663,-0.001598,0.005326
0.372000,0.023942,0.114922,9.861717,-0.002663,-0.001598,0.004794
0.373000,0.026336,0.122104,9.856928,-0.002131,-0.001598,0.005326
0.374000,0.023942,0.122104,9.859322,-0.002131,-0.001065,0.004794
0.375000,0.019154,0.114922,9.856928,-0.002131,-0.001065,0.004261
0.377000,0.023942,0.119710,9.852140,-0.003196,-0.001598,0.005326
0.378000,0.028730,0.122104,9.861717,-0.003196,-0.001065,0.004261
0.379000,0.031125,0.114922,9.861717,-0.002663,-0.001065,0.004261
0.380000,0.026336,0.107739,9.859322,-0.002663,-0.001065,0.005326
0.382000,0.019154,0.117316,9.849746,-0.002663,-0.002131,0.005326
0.383000,0.021548,0.122104,9.852140,-0.002663,-0.001598,0.004794
0.384000,0.019154,0.114922,9.861717,-0.003196,-0.001598,0.005326
0.385000,0.019154,0.114922,9.864111,-0.003196,-0.002131,0.004794
0.387000,0.023942,0.117316,9.861717,-0.003196,-0.001598,0.003728
0.388000,0.019154,0.119710,9.856928,-0.003196,-0.001598,0.003728
0.389000,0.023942,0.124498,9.856928,-0.002663,-0.001065,0.004261
0.390000,0.023942,0.124498,9.861717,-0.002663,-0.001598,0.004794
0.392000,0.026336,0.124498,9.856928,-0.002663,-0.002131,0.004261
0.393000,0.028730,0.122104,9.856928,-0.002663,-0.001598,0.004794
0.394000,0.028730,0.124498,9.856928,-0.003196,-0.001065,0.004794
0.395000,0.028730,0.136469,9.854534,-0.003196,-0.001065,0.005326
0.397000,0.023942,0.124498,9.854534,-0.003196,-0.000533,0.005326
0.398000,0.026336,0.117316,9.864111,-0.003728,-0.000533,0.004261
0.399000,0.026336,0.112527,9.866505,-0.003196,-0.000533,0.004794
0.400000,0.023942,0.119710,9.859322,-0.002663,-0.000533,0.005326
0.402000,0.019154,0.134075,9.854534,-0.003196,-0.001598,0.004794
0.403000,0.028730,0.126893,9.856928,-0.003196,-0.001598,0.004794
0.404000,0.028730,0.124498,9.854534,-0.003196,-0.001598,0.004794
0.405000,0.026336,0.126893,9.852140,-0.003196,-0.001598,0.004794
0.407000,0.023942,0.138864,9.864111,-0.003196,-0.001065,0.004794
0.408000,0.026336,0.136469,9.861717,-0.002131,-0.001065,0.004794
0.409000,0.028730,0.126893,9.856928,-0.002131,-0.001065,0.004794
0.410000,0.021548,0.122104,9.854534,-0.002663,-0.001065,0.005326
0.412000,0.028730,0.131681,9.837775,-0.003196,-0.001598,0.004261
0.413000,0.028730,0.131681,9.849746,-0.003196,-0.001598,0.004794
0.414000,0.016759,0.129287,9.859322,-0.003196,-0.001598,0.004794
0.415000,0.019154,0.129287,9.868899,-0.003196,-0.001598,0.004794
0.417000,0.043096,0.124498,9.859322,-0.003728,-0.001598,0.003728
0.418000,0.038307,0.126893,9.852140,-0.003728,-0.001065,0.004794
0.419000,0.023942,0.129287,9.852140,-0.002663,-0.000533,0.005326
0.420000,0.016759,0.122104,9.852140,-0.002663,-0.001065,0.004794
0.422000,0.026336,0.134075,9.861717,-0.003196,-0.001598,0.004794
0.423000,0.021548,0.129287,9.856928,-0.002663,-0.001598,0.004794
0.424000,0.019154,0.122104,9.852140,-0.002663,-0.001065,0.004794
0.425000,0.023942,0.122104,9.854534,-0.002663,-0.001598,0.005326
0.427000,0.028730,0.122104,9.854534,-0.002131,-0.001065,0.005326
0.428000,0.031125,0.124498,9.849746,-0.002663,-0.001065,0.005326
0.429000,0.028730,0.124498,9.849746,-0.003196,-0.001598,0.005326
0.430000,0.031125,0.119710,9.854534,-0.003196,-0.001598,0.004794
0.432000,0.021548,0.117316,9.866505,-0.003728,-0.000533,0.004794
0.433000,0.028730,0.117316,9.864111,-0.003196,-0.001065,0.004261
0.434000,0.038307,0.112527,9.859322,-0.002663,-0.001065,0.004261
0.435000,0.033519,0.114922,9.859322,-0.002663,-0.001598,0.005326
0.437000,0.026336,0.122104,9.861717,-0.003728,-0.001598,0.003728
0.438000,0.019154,0.114922,9.854534,-0.003728,-0.000533,0.004261
0.439000,0.019154,0.112527,9.852140,-0.003196,-0.001065,0.005326
0.440000,0.033519,0.114922,9.852140,-0.003196,-0.001598,0.004794
0.442000,0.028730,0.100556,9.847351,-0.003196,-0.001065,0.005326
0.443000,0.028730,0.105345,9.852140,-0.003728,-0.001065,0.005326
0.444000,0.026336,0.114922,9.859322,-0.003196,-0.001598,0.005326
0.445000,0.011971,0.114922,9.854534,-0.002663,-0.001598,0.005326
0.447000,0.028730,0.107739,9.859322,-0.003196,-0.001598,0.004794
0.448000,0.035913,0.107739,9.859322,-0.003196,-0.001065,0.004261
0.449000,0.035913,0.117316,9.852140,-0.002663,-0.001065,0.004794
0.450000,0.033519,0.122104,9.849746,-0.002663,-0.001598,0.005326
0.452000,0.026336,0.122104,9.861717,-0.002663,-0.001065,0.005326
0.453000,0.028730,0.122104,9.861717,-0.002663,-0.001598,0.005859
0.454000,0.023942,0.114922,9.856928,-0.002663,-0.001598,0.005859
0.455000,0.023942,0.110133,9.852140,-0.002663,-0.000533,0.005326
0.457000,0.021548,0.119710,9.849746,-0.003196,-0.002131,0.004261
0.458000,0.021548,0.126893,9.849746,-0.002663,-0.002663,0.004794
0.459000,0.019154,0.122104,9.854534,-0.002131,-0.002131,0.005326
0.460000,0.014365,0.112527,9.854534,-0.002131,-0.001598,0.004794
0.462000,0.035913,0.124498,9.849746,-0.002663,-0.001598,0.005326
0.463000,0.028730,0.126893,9.861717,-0.002663,-0.001598,0.004261
0.464000,0.019154,0.122104,9.861717,-0.003196,-0.001598,0.004261
0.465000,0.014365,0.126893,9.849746,-0.003196,-0.001598,0.004794
0.467000,0.023942,0.126893,9.864111,-0.003196,-0.001598,0.004261
0.468000,0.023942,0.117316,9.856928,-0.003196,-0.001065,0.004794
0.469000,0.021548,0.105345,9.849746,-0.002663,-0.001065,0.005326
